gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,9,7,4,3,0,4,0,132,14.0,8.0,19.0,10.0,13.0,33.0,10.0,10.0,19.0,29.0,13.0,16.0,31,24,49,28,31,24.0,9.0,39.0,39.0,24.0,24.0,16,11,0,38,27,33,10,7,9,29,38,9,49,44,44,38,14,23.0,27,24.0,1
0,9,8,4,2,0,4,0,132,24.0,0.0,29.0,10.0,0.0,16.0,10.0,10.0,19.0,29.0,13.0,16.0,31,24,49,28,31,39.0,44.0,44.0,34.0,29.0,24.0,16,11,0,38,27,33,10,7,9,29,38,9,49,44,44,38,14,35.0,27,29.0,1
0,9,14,4,2,0,4,0,132,17.0,12.0,24.0,10.0,6.0,16.0,10.0,10.0,19.0,29.0,13.0,16.0,31,24,49,28,31,29.0,39.0,44.0,29.0,29.0,29.0,16,11,0,38,27,33,10,7,9,29,38,9,49,44,44,38,14,29.0,27,34.0,1
0,9,11,4,2,0,4,0,132,16.0,9.0,11.0,11.0,15.0,37.0,10.0,10.0,19.0,29.0,13.0,16.0,31,24,49,28,31,29.0,34.0,39.0,34.0,44.0,29.0,16,11,0,38,27,33,10,7,9,29,38,9,49,44,44,38,14,26.0,27,34.0,1
0,9,12,4,2,0,4,0,132,24.0,0.0,24.0,10.0,0.0,24.0,10.0,10.0,19.0,29.0,13.0,16.0,31,24,49,28,31,39.0,24.0,24.0,29.0,24.0,24.0,16,11,0,38,27,33,10,7,9,29,38,9,49,44,44,38,14,13.0,27,34.0,1
0,9,7,4,2,0,4,0,132,49.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,19.0,29.0,13.0,16.0,31,24,49,28,31,34.0,39.0,34.0,39.0,34.0,39.0,16,11,0,38,27,33,10,7,9,29,38,9,49,44,44,38,14,17.0,27,39.0,1
1,11,3,2,0,0,34,11,82,7.0,16.0,19.0,14.0,20.0,24.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,29.0,39.0,39.0,39.0,39.0,29.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,27.0,33,34.0,0
1,11,7,2,2,1,34,11,82,22.0,4.0,24.0,19.0,0.0,8.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,39.0,34.0,29.0,44.0,34.0,19.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,32.0,33,34.0,0
1,11,8,2,2,1,34,11,82,17.0,8.0,34.0,10.0,13.0,0.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,34.0,39.0,29.0,24.0,39.0,19.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,16.0,33,24.0,0
1,11,6,2,2,1,34,11,82,10.0,16.0,19.0,19.0,13.0,16.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,29.0,34.0,39.0,34.0,34.0,24.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,18.0,33,29.0,0
1,11,3,2,2,1,34,11,82,10.0,4.0,24.0,24.0,13.0,24.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,29.0,39.0,39.0,39.0,34.0,29.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,11.0,33,29.0,0
1,11,6,2,0,0,34,11,82,4.0,20.0,19.0,24.0,6.0,24.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,34.0,44.0,39.0,44.0,39.0,19.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,33.0,33,34.0,0
1,11,4,2,0,0,34,11,82,7.0,12.0,24.0,19.0,20.0,16.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,34.0,39.0,39.0,39.0,34.0,34.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,29.0,33,34.0,0
1,11,8,2,2,1,34,11,82,4.0,15.0,27.0,18.0,25.0,15.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,39.0,34.0,29.0,29.0,29.0,24.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,22.0,33,34.0,0
1,11,9,2,4,0,34,11,82,10.0,8.0,19.0,29.0,13.0,16.0,17.0,21.0,19.0,19.0,0.0,8.0,37,43,31,35,18,29.0,39.0,34.0,39.0,34.0,24.0,38,33,5,27,33,22,24,17,16,33,5,16,37,33,38,22,4,29.0,33,29.0,0
1,4,3,2,0,0,4,0,121,7.0,16.0,19.0,14.0,20.0,24.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,34.0,39.0,9.0,34.0,34.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,39.0,33,39.0,0
1,4,7,2,2,1,4,0,121,22.0,4.0,24.0,19.0,0.0,8.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,34.0,29.0,9.0,29.0,29.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,29.0,33,39.0,0
1,4,8,2,2,1,4,0,121,17.0,8.0,34.0,10.0,13.0,0.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,29.0,34.0,9.0,29.0,29.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,19.0,33,34.0,0
1,4,6,2,2,1,4,0,121,10.0,16.0,19.0,19.0,13.0,16.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,29.0,24.0,9.0,29.0,29.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,18.0,33,29.0,0
1,4,3,2,2,1,4,0,121,10.0,4.0,24.0,24.0,13.0,24.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,29.0,34.0,9.0,34.0,29.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,23.0,33,34.0,0
1,4,6,2,0,0,4,0,121,4.0,20.0,19.0,24.0,6.0,24.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,29.0,39.0,9.0,29.0,34.0,29.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,34.0,33,34.0,0
1,4,4,2,0,0,4,0,121,7.0,12.0,24.0,19.0,20.0,16.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,34.0,44.0,9.0,29.0,29.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,29.0,33,39.0,1
1,4,8,2,2,1,4,0,121,4.0,15.0,27.0,18.0,25.0,15.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,39.0,39.0,9.0,34.0,29.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,20.0,33,44.0,1
1,4,9,2,4,0,4,0,121,10.0,8.0,19.0,29.0,13.0,16.0,29.0,0.0,0.0,39.0,0.0,0.0,43,43,43,49,43,39.0,39.0,9.0,34.0,29.0,24.0,44,33,44,38,33,27,14,10,22,20,27,16,31,33,44,22,24,24.0,33,39.0,1
1,8,3,2,0,0,44,5,23,7.0,16.0,19.0,14.0,20.0,24.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,34.0,34.0,39.0,39.0,34.0,34.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,31.0,33,34.0,1
1,8,7,2,2,1,44,5,23,22.0,4.0,24.0,19.0,0.0,8.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,34.0,39.0,34.0,24.0,34.0,34.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,44.0,33,34.0,1
1,8,8,2,2,1,44,5,23,17.0,8.0,34.0,10.0,13.0,0.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,34.0,29.0,29.0,29.0,29.0,29.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,15.0,33,29.0,1
1,8,6,2,2,1,44,5,23,10.0,16.0,19.0,19.0,13.0,16.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,29.0,29.0,34.0,34.0,39.0,34.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,34.0,33,29.0,1
1,8,3,2,2,1,44,5,23,10.0,4.0,24.0,24.0,13.0,24.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,24.0,39.0,34.0,34.0,34.0,34.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,25.0,33,29.0,0
1,8,6,2,0,0,44,5,23,4.0,20.0,19.0,24.0,6.0,24.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,29.0,29.0,39.0,39.0,39.0,34.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,29.0,33,29.0,1
1,8,4,2,0,0,44,5,23,7.0,12.0,24.0,19.0,20.0,16.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,39.0,39.0,39.0,29.0,29.0,29.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,40.0,33,34.0,1
1,8,8,2,2,1,44,5,23,4.0,15.0,27.0,18.0,25.0,15.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,39.0,34.0,34.0,34.0,39.0,34.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,31.0,33,34.0,1
1,8,9,2,4,0,44,5,23,10.0,8.0,19.0,29.0,13.0,16.0,24.0,0.0,29.0,10.0,0.0,16.0,24,24,37,35,24,29.0,29.0,34.0,39.0,34.0,34.0,33,5,27,33,33,33,24,17,22,29,11,33,37,33,38,27,4,35.0,33,29.0,1
1,14,3,2,0,0,4,0,177,7.0,16.0,19.0,14.0,20.0,24.0,17.0,15.0,24.0,10.0,6.0,16.0,31,31,24,35,12,14.0,29.0,34.0,24.0,39.0,34.0,38,5,44,33,33,22,19,7,27,12,5,33,43,33,33,5,10,33.0,16,10.0,0
1,14,7,2,2,1,4,0,177,22.0,4.0,24.0,19.0,0.0,8.0,17.0,15.0,24.0,10.0,6.0,16.0,31,31,24,35,12,24.0,14.0,19.0,14.0,24.0,14.0,38,5,44,33,33,22,19,7,27,12,5,33,43,33,33,5,10,41.0,16,19.0,0
1,14,8,2,2,1,4,0,177,17.0,8.0,34.0,10.0,13.0,0.0,17.0,15.0,24.0,10.0,6.0,16.0,31,31,24,35,12,29.0,14.0,24.0,19.0,24.0,19.0,38,5,44,33,33,22,19,7,27,12,5,33,43,33,33,5,10,16.0,16,10.0,0
1,14,6,2,2,1,4,0,177,10.0,16.0,19.0,19.0,13.0,16.0,17.0,15.0,24.0,10.0,6.0,16.0,31,31,24,35,12,34.0,29.0,14.0,24.0,29.0,24.0,38,5,44,33,33,22,19,7,27,12,5,33,43,33,33,5,10,33.0,16,29.0,1
1,14,3,2,2,1,4,0,177,10.0,4.0,24.0,24.0,13.0,24.0,17.0,15.0,24.0,10.0,6.0,16.0,31,31,24,35,12,10.0,14.0,19.0,19.0,24.0,14.0,38,5,44,33,33,22,19,7,27,12,5,33,43,33,33,5,10,22.0,16,14.0,0
1,14,6,2,0,0,4,0,177,4.0,20.0,19.0,24.0,6.0,24.0,17.0,15.0,24.0,10.0,6.0,16.0,31,31,24,35,12,24.0,29.0,39.0,19.0,24.0,19.0,38,5,44,33,33,22,19,7,27,12,5,33,43,33,33,5,10,37.0,16,14.0,0
1,14,4,2,0,0,4,0,177,7.0,12.0,24.0,19.0,20.0,16.0,17.0,15.0,24.0,10.0,6.0,16.0,31,31,24,35,12,34.0,29.0,24.0,19.0,19.0,14.0,38,5,44,33,33,22,19,7,27,12,5,33,43,33,33,5,10,32.0,16,24.0,0
